UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Mpower Energy, LLC","351774","ELECTRIC","Variable","Yes",".105 kWh","Yes","12 Month(s)","No","null","02/18/2022 12:01:20 PM","null"," 100% renewable energy credits, to sustain a safe, healthy and clean environment. For commercial pricing please contact PriceRequests@MPowerEnergy.com or call 877-286-7693","NO","1","Hydroelectric","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","New York Gas & Electric","351993","ELECTRIC","Variable","Yes",".1049 kWh","No","0 Month(s)","No","null","03/01/2022 01:51:59 AM","null","Power Flex Home Protect lets you stay flexible with a monthly electricity rate and rest easy with an included service plan - which covers the repair and/or replacement of covered parts of your HVAC and your home&#39;s internal electrical lines.","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Pay Less Energy, LLC","352986","ELECTRIC","Fixed","Yes",".1325 kWh","Yes","12 Month(s)","No","null","03/15/2022 08:43:49 PM","null","Also covers Zone I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Pay Less Energy, LLC","352987","ELECTRIC","Fixed","Yes",".1217 kWh","Yes","18 Month(s)","No","null","03/15/2022 08:44:02 PM","null","Also covers Zone I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Pay Less Energy, LLC","352988","ELECTRIC","Fixed","Yes",".1262 kWh","Yes","24 Month(s)","No","null","03/15/2022 08:44:19 PM","null","Also covers Zone I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Pay Less Energy, LLC","352989","ELECTRIC","Fixed","Yes",".1214 kWh","Yes","30 Month(s)","No","null","03/15/2022 08:44:30 PM","null","Also covers Zone I","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Pay Less Energy, LLC","353028","ELECTRIC","Fixed","Yes",".126 kWh","Yes","12 Month(s)","No","null","03/15/2022 08:54:12 PM","null","Also covers Zone I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Pay Less Energy, LLC","353029","ELECTRIC","Fixed","Yes",".1152 kWh","Yes","18 Month(s)","No","null","03/15/2022 08:54:26 PM","null","Also covers Zone I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Pay Less Energy, LLC","353030","ELECTRIC","Fixed","Yes",".1197 kWh","Yes","24 Month(s)","No","null","03/15/2022 08:54:48 PM","null","Also covers Zone I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Pay Less Energy, LLC","353031","ELECTRIC","Fixed","Yes",".1149 kWh","Yes","30 Month(s)","No","null","03/15/2022 08:54:59 PM","null","Also covers Zone I","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Power Up Energy, LLC","352180","ELECTRIC","Variable","Yes",".25999 kWh","Yes","1 Month(s)","No","null","03/01/2022 06:42:48 PM","null","Power Up Energy, LLC offers 100% renewable energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Pure Energy","352171","ELECTRIC","Variable","Yes",".28999 kWh","Yes","1 Month(s)","No","null","03/01/2022 05:13:31 PM","null","Pure Energy USA, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Robison Energy, LLC","346312","ELECTRIC","Fixed","Yes",".1199 kWh","No","24 Month(s)","No","null","11/02/2021 05:17:43 PM","null","null","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Robison Energy, LLC","346324","ELECTRIC","Variable","Yes",".0999 kWh","No","0 Month(s)","No","null","11/02/2021 05:21:13 PM","null","Fixed price is for 12 months. Robison offers fuel oil, Gas/Oil service Heating systems A/C service and installation, plumbing service Home Energy Ratings and Assessments","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Robison Energy, LLC","346326","ELECTRIC","Fixed","Yes",".1299 kWh","Yes","12 Month(s)","No","null","11/02/2021 05:22:06 PM","null","Fixed price is for 12 months. Robison offers fuel oil, Gas/Oil service Heating systems A/C service and installation, plumbing service Home Energy Ratings and Assessments","NO","1","Hydroelectric","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Sirrius Energy LLC","352976","ELECTRIC","Variable","Yes",".24999 kWh","Yes","0 Month(s)","No","null","03/15/2022 12:55:54 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Smart Energy Holdings, LLC","352166","ELECTRIC","Fixed","Yes",".146 kWh","Yes","36 Month(s)","No","null","03/01/2022 02:48:09 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","Source Power Company","352945","ELECTRIC","Variable","Yes",".1 kWh","No","1 Month(s)","No","null","03/15/2022 10:10:48 AM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","XOOM Energy New York, LLC","352069","ELECTRIC","Variable","Yes",".1549 kWh","Yes","1 Month(s)","No","null","03/01/2022 12:41:30 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","XOOM Energy New York, LLC","352070","ELECTRIC","Fixed","Yes",".1239 kWh","Yes","24 Month(s)","No","null","03/01/2022 12:41:47 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Abest Green Power","352528","ELECTRIC","Variable","Yes",".1499 kWh","Yes","1 Month(s)","No","null","03/04/2022 02:30:03 PM","null","null","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","All American Power and Gas, LLC.","352176","ELECTRIC","Variable","Yes",".274999 kWh","Yes","1 Month(s)","No","null","03/01/2022 05:18:58 PM","null","All American Power &amp; Gas, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Ambit New York, LLC","352213","ELECTRIC","Variable","Yes",".0993 kWh","No","1 Month(s)","No","null","03/02/2022 12:09:37 PM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","American Power & Gas, LLC","351595","ELECTRIC","Variable","Yes",".0959 kWh","Yes","48 Month(s)","No","null","02/17/2022 09:35:46 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months. ","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Chief Energy Power, LLC","353148","ELECTRIC","Fixed","Yes",".1316 kWh","Yes","12 Month(s)","Yes","Calculated upon Cancellation.","03/16/2022 11:30:07 AM","null","50% Renewable above CES Standard.","NO","0.521","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Clean Choice Energy, Inc.","352059","ELECTRIC","Fixed","Yes",".14 kWh","Yes","24 Month(s)","No","null","03/01/2022 11:51:44 AM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Clearview Energy","352547","ELECTRIC","Variable","Yes",".1169 kWh","Yes","1 Month(s)","No","null","03/04/2022 05:19:33 PM","null","Green Value Assurance 6:
A 100% green product that&#39;s great for you and the environment. Variable Month to Month contract with a promotional rate that will not increase for the 6-month term of the promotion. For more details on the product, please contact 1800-746-4702.","NO","1","Hydroelectric","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Consolidated Edison Company of New York, Inc.","351980","ELECTRIC","Variable","Yes",".1751 kWh","No","0 ","No","null","02/28/2022 07:11:01 PM","null","The Listed commodity price is the Westchester Average for January 2022, not February 2022. Con Edison&#39;s commodity price for electric is available at a one month lag due to day-ahead pricing. For more information visit our Supply Charge section at http://www.conEd.com/rates/supply_charges.asp","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Constellation NewEnergy, Inc.","352561","ELECTRIC","Fixed","Yes",".1189 kWh","No","36 Month(s)","Yes","100","03/07/2022 08:02:25 AM","null","Complete HVAC System Coverage + Electronic Surge 
","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Great American Gas & Electric, LLC","352388","ELECTRIC","Fixed","Yes",".11279 kWh","Yes","12 Month(s)","Yes","100","03/03/2022 10:57:08 AM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Marathon Energy","352828","ELECTRIC","Fixed","Yes",".1101 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","03/11/2022 12:29:28 PM","null","$0.1101 Is FIXED RATE FOR MARCH 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Marathon Energy","352829","ELECTRIC","Fixed","Yes",".1315 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","03/11/2022 12:31:39 PM","null","$0.1315 Is FIXED RATE FOR MARCH 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Marathon Energy","352830","ELECTRIC","Fixed","Yes",".1274 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","03/11/2022 12:34:19 PM","null","$0.1274 is FIXED RATE FOR MARCH 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Mpower Energy, LLC","351775","ELECTRIC","Variable","Yes",".105 kWh","Yes","12 Month(s)","No","null","02/18/2022 12:01:31 PM","null"," 100% renewable energy credits, to sustain a safe, healthy and clean environment. For commercial pricing please contact PriceRequests@MPowerEnergy.com or call 877-286-7693","NO","1","Hydroelectric","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Power Up Energy, LLC","352181","ELECTRIC","Variable","Yes",".25999 kWh","Yes","1 Month(s)","No","null","03/01/2022 06:42:55 PM","null","Power Up Energy, LLC offers 100% renewable energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Pure Energy","352172","ELECTRIC","Variable","Yes",".28999 kWh","Yes","1 Month(s)","No","null","03/01/2022 05:13:43 PM","null","Pure Energy USA, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Robison Energy, LLC","346322","ELECTRIC","Fixed","Yes",".1199 kWh","No","24 Month(s)","No","null","11/02/2021 05:19:57 PM","null","Fixed price is for 12 months. Robison offers fuel oil, Gas/Oil service Heating systems A/C service and installation, plumbing service Home Energy Ratings and Assessments","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Robison Energy, LLC","346323","ELECTRIC","Fixed","Yes",".1299 kWh","No","12 Month(s)","No","null","11/02/2021 05:20:32 PM","null","Fixed price is for 12 months. Robison offers fuel oil, Gas/Oil service Heating systems A/C service and installation, plumbing service Home Energy Ratings and Assessments","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Robison Energy, LLC","346325","ELECTRIC","Variable","Yes",".0999 kWh","No","0 Month(s)","No","null","11/02/2021 05:21:44 PM","null","Fixed price is for 12 months. Robison offers fuel oil, Gas/Oil service Heating systems A/C service and installation, plumbing service Home Energy Ratings and Assessments","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Sirrius Energy LLC","352977","ELECTRIC","Variable","Yes",".24999 kWh","Yes","0 Month(s)","No","null","03/15/2022 12:56:16 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Smart Energy Holdings, LLC","352165","ELECTRIC","Fixed","Yes",".147 kWh","Yes","36 Month(s)","No","null","03/01/2022 02:47:39 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Source Power Company","352947","ELECTRIC","Variable","Yes",".1 kWh","No","1 Month(s)","No","null","03/15/2022 10:11:11 AM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Abest Green Power","352526","ELECTRIC","Variable","Yes",".1499 kWh","Yes","1 Month(s)","No","null","03/04/2022 02:29:42 PM","null","null","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","All American Power and Gas, LLC.","352175","ELECTRIC","Variable","Yes",".27999 kWh","Yes","1 Month(s)","No","null","03/01/2022 05:18:26 PM","null","All American Power &amp; Gas, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Ambit New York, LLC","352214","ELECTRIC","Variable","Yes",".0993 kWh","No","1 Month(s)","No","null","03/02/2022 12:09:50 PM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. 
","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","American Power & Gas, LLC","351598","ELECTRIC","Variable","Yes",".0959 kWh","Yes","48 Month(s)","No","null","02/17/2022 09:36:12 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months. ","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Chief Energy Power, LLC","353147","ELECTRIC","Fixed","Yes",".1405 kWh","Yes","12 Month(s)","Yes","Calculated upon Cancellation.","03/16/2022 11:29:47 AM","null","50% Renewable above CES Standard.","NO","0.521","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","353052","ELECTRIC","Fixed","Yes",".1412 kWh","Yes","12 Month(s)","No","null","03/15/2022 09:01:00 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","353053","ELECTRIC","Fixed","Yes",".1324 kWh","Yes","18 Month(s)","No","null","03/15/2022 09:01:13 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","353054","ELECTRIC","Fixed","Yes",".1376 kWh","Yes","24 Month(s)","No","null","03/15/2022 09:01:26 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","353055","ELECTRIC","Fixed","Yes",".1339 kWh","Yes","30 Month(s)","No","null","03/15/2022 09:01:38 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","353096","ELECTRIC","Fixed","Yes",".1347 kWh","Yes","12 Month(s)","No","null","03/15/2022 09:12:18 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","353097","ELECTRIC","Fixed","Yes",".1259 kWh","Yes","18 Month(s)","No","null","03/15/2022 09:12:29 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","353098","ELECTRIC","Fixed","Yes",".1311 kWh","Yes","24 Month(s)","No","null","03/15/2022 09:12:42 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","353099","ELECTRIC","Fixed","Yes",".1274 kWh","Yes","30 Month(s)","No","null","03/15/2022 09:12:56 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Clean Choice Energy, Inc.","352043","ELECTRIC","Fixed","Yes",".15 kWh","Yes","24 Month(s)","No","null","03/01/2022 11:41:57 AM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Clearview Energy","352550","ELECTRIC","Variable","Yes",".1189 kWh","Yes","1 Month(s)","No","null","03/04/2022 05:21:55 PM","null","GreenValueAssurance6
100% Green Product
Rate Type: Variable
Variable Month to Month contract with a promotional rate that will not increase for the 6-month term of the promotion.

Cancellation Fee: $0.00
","NO","1","Hydroelectric","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Consolidated Edison Company of New York, Inc.","351979","ELECTRIC","Variable","Yes",".1886 kWh","No","0 ","No","null","02/28/2022 07:10:10 PM","null","The Listed commodity price is the NYC Average for January 2022, not February 2022. Con Edison&#39;s commodity price for electric is available at a one month lag due to day-ahead pricing. For more information visit our Supply Charge section at http://www.conEd.com/rates/supply_charges.asp","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Constellation NewEnergy, Inc.","352556","ELECTRIC","Fixed","Yes",".1299 kWh","No","36 Month(s)","Yes","100","03/07/2022 07:59:10 AM","null","Complete HVAC System Coverage + Electronic Surge 
","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Great American Gas & Electric, LLC","352387","ELECTRIC","Fixed","Yes",".12029 kWh","Yes","12 Month(s)","Yes","100","03/03/2022 10:57:00 AM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Marathon Energy","352831","ELECTRIC","Fixed","Yes",".1196 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","03/11/2022 12:35:46 PM","null","$0.1196 Is FIXED RATE FOR MARCH 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Marathon Energy","352832","ELECTRIC","Fixed","Yes",".1424 kWh","Yes","12 Month(s)","Yes","
CALCULATED UPON CANCELLATION
","03/11/2022 12:36:08 PM","null","$0.1424 Is FIXED RATE FOR MARCH 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Marathon Energy","352833","ELECTRIC","Fixed","Yes",".1412 kWh","Yes","24 Month(s)","Yes","
CALCULATED UPON CANCELLATION
","03/11/2022 12:36:33 PM","null","$0.1412 Is FIXED RATE FOR MARCH 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Mpower Energy, LLC","351776","ELECTRIC","Variable","Yes",".115 kWh","Yes","12 Month(s)","No","null","02/18/2022 12:01:43 PM","null"," 100% renewable energy credits, to sustain a safe, healthy and clean environment. For commercial pricing please contact PriceRequests@MPowerEnergy.com or call 877-286-7693","NO","1","Hydroelectric","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","New York Gas & Electric","351991","ELECTRIC","Variable","Yes",".1229 kWh","No","0 Month(s)","No","null","03/01/2022 01:51:03 AM","null","Power Flex Home Protect lets you stay flexible with a monthly electricity rate and rest easy with an included service plan - which covers the repair and/or replacement of covered parts of your HVAC and your home&#39;s internal electrical lines.","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","New York Gas & Electric","351992","ELECTRIC","Fixed","Yes",".1009 kWh","No","12 Month(s)","Yes","100","03/01/2022 01:51:32 AM","null","Get a price-protected rate for the next 12 months from a trusted energy supplier.","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","352982","ELECTRIC","Fixed","Yes",".1412 kWh","Yes","12 Month(s)","No","null","03/15/2022 08:42:39 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","352983","ELECTRIC","Fixed","Yes",".1324 kWh","Yes","18 Month(s)","No","null","03/15/2022 08:42:50 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","352984","ELECTRIC","Fixed","Yes",".1376 kWh","Yes","24 Month(s)","No","null","03/15/2022 08:43:05 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","352985","ELECTRIC","Fixed","Yes",".1339 kWh","Yes","30 Month(s)","No","null","03/15/2022 08:43:18 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","353024","ELECTRIC","Fixed","Yes",".1347 kWh","Yes","12 Month(s)","No","null","03/15/2022 08:53:12 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","353025","ELECTRIC","Fixed","Yes",".1259 kWh","Yes","18 Month(s)","No","null","03/15/2022 08:53:25 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","353026","ELECTRIC","Fixed","Yes",".1311 kWh","Yes","24 Month(s)","No","null","03/15/2022 08:53:35 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","353027","ELECTRIC","Fixed","Yes",".1274 kWh","Yes","30 Month(s)","No","null","03/15/2022 08:53:46 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Power Up Energy, LLC","352179","ELECTRIC","Variable","Yes",".26999 kWh","Yes","1 Month(s)","No","null","03/01/2022 06:42:41 PM","null","Power Up Energy, LLC offers 100% renewable energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Public Power, LLC","351984","ELECTRIC","Fixed","Yes",".1009 kWh","No","12 Month(s)","Yes","100","03/01/2022 01:44:20 AM","null","With a fixed rate from Public Power, you&#39;ll get the peace of mind knowing your rate is fixed for 12 months.","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pure Energy","352170","ELECTRIC","Variable","Yes",".29999 kWh","Yes","1 Month(s)","No","null","03/01/2022 05:13:24 PM","null","Pure Energy USA, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Quantum Power Corp.","352726","ELECTRIC","Variable","Yes",".095 kWh","No","1 Month(s)","No","null","03/08/2022 02:46:41 PM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","S.J. Energy Partners, Inc.","351969","ELECTRIC","Fixed","Yes",".14 kWh","No","12 Month(s)","No","null","02/28/2022 01:59:00 PM","null","null","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Sirrius Energy LLC","352975","ELECTRIC","Variable","Yes",".25999 kWh","Yes","0 Month(s)","No","null","03/15/2022 12:55:29 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Smart Energy Holdings, LLC","352164","ELECTRIC","Fixed","Yes",".159 kWh","Yes","36 Month(s)","No","null","03/01/2022 02:47:14 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Source Power Company","352943","ELECTRIC","Variable","Yes",".1108 kWh","No","1 Month(s)","No","null","03/15/2022 10:10:19 AM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","XOOM Energy New York, LLC","352071","ELECTRIC","Variable","Yes",".1649 kWh","Yes","1 Month(s)","No","null","03/01/2022 12:42:12 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","XOOM Energy New York, LLC","352072","ELECTRIC","Fixed","Yes",".1299 kWh","Yes","24 Month(s)","No","null","03/01/2022 12:42:27 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
