UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED
"Consolidated Edison Company of New York, Inc.","ConEd in Zone H","XOOM Energy New York, LLC","354117","ELECTRIC","Fixed","Yes",".1349 kWh","Yes","24 Month(s)","No","null","04/01/2022 02:06:11 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Abest Green Power","353904","ELECTRIC","Variable","Yes",".1499 kWh","Yes","1 Month(s)","No","null","03/30/2022 07:00:32 PM","null","null","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","All American Power and Gas, LLC.","354831","ELECTRIC","Variable","Yes",".29999 kWh","Yes","1 Month(s)","No","null","04/15/2022 01:02:43 PM","null","All American Power &amp; Gas, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Ambit New York, LLC","354500","ELECTRIC","Variable","Yes",".1162 kWh","No","1 Month(s)","No","null","04/08/2022 06:21:29 PM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","American Power & Gas, LLC","353295","ELECTRIC","Variable","Yes",".0759 kWh","Yes","48 Month(s)","No","null","03/21/2022 08:20:52 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months. ","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Chief Energy Power, LLC","354815","ELECTRIC","Fixed","Yes",".1583 kWh","Yes","12 Month(s)","Yes","Calculated upon Cancellation.","04/15/2022 12:10:50 PM","null","50% Renewable above CES Standard.","NO","0.521","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Clean Choice Energy, Inc.","353969","ELECTRIC","Fixed","Yes",".145 kWh","Yes","24 Month(s)","No","null","04/01/2022 09:34:35 AM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Clean Choice Energy, Inc.","353970","ELECTRIC","Fixed","Yes",".145 kWh","Yes","24 Month(s)","No","null","04/01/2022 09:34:35 AM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Clearview Energy","354488","ELECTRIC","Variable","Yes",".1149 kWh","Yes","1 Month(s)","No","null","04/08/2022 04:22:54 PM","null","Green Value Assurance 6:
A 100% green product that&#39;s great for you and the environment. Variable Month to Month contract with a promotional rate that will not increase for the 6-month term of the promotion. For more details on the product, please contact 1800-746-4702.","NO","1","Hydroelectric","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Consolidated Edison Company of New York, Inc.","353723","ELECTRIC","Variable","Yes",".0561 kWh","No","0 ","No","null","03/29/2022 04:29:41 PM","null","The Listed commodity price is the Westchester Average for February 2022, not March 2022. Con Edison&#39;s commodity price for electric is available at a one month lag due to day-ahead pricing. For more information visit our Supply Charge section at http://www.conEd.com/rates/supply_charges.asp","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Constellation NewEnergy, Inc.","353523","ELECTRIC","Fixed","Yes",".1229 kWh","No","36 Month(s)","Yes","100","03/22/2022 06:01:12 PM","null","Complete HVAC System Coverage + Electronic Surge 
","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Great American Gas & Electric, LLC","354143","ELECTRIC","Fixed","Yes",".13383 kWh","Yes","12 Month(s)","Yes","100","04/04/2022 12:09:12 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Just Energy","353689","ELECTRIC","Fixed","Yes",".1189 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 02:52:47 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Just Energy","353690","ELECTRIC","Fixed","Yes",".1179 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 02:53:28 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Marathon Energy","354530","ELECTRIC","Fixed","Yes",".1318 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:22:05 PM","null","$0.1318 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Marathon Energy","354531","ELECTRIC","Fixed","Yes",".1468 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:22:33 PM","null","$0.1468 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Marathon Energy","354532","ELECTRIC","Fixed","Yes",".1357 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:23:03 PM","null","$0.1357 is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Mpower Energy, LLC","353752","ELECTRIC","Variable","Yes",".105 kWh","Yes","12 Month(s)","No","null","03/30/2022 10:58:56 AM","null"," 100% renewable energy credits, to sustain a safe, healthy and clean environment. For commercial pricing please contact PriceRequests@MPowerEnergy.com or call 877-286-7693","NO","1","Hydroelectric","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Power Up Energy, LLC","354833","ELECTRIC","Variable","Yes",".27999 kWh","Yes","1 Month(s)","No","null","04/15/2022 01:04:39 PM","null","Power Up Energy, LLC offers 100% renewable energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Pure Energy","354826","ELECTRIC","Variable","Yes",".30999 kWh","Yes","1 Month(s)","No","null","04/15/2022 12:51:48 PM","null","Pure Energy USA, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Robison Energy, LLC","346322","ELECTRIC","Fixed","Yes",".1199 kWh","No","24 Month(s)","No","null","11/02/2021 05:19:57 PM","null","Fixed price is for 12 months. Robison offers fuel oil, Gas/Oil service Heating systems A/C service and installation, plumbing service Home Energy Ratings and Assessments","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Robison Energy, LLC","346323","ELECTRIC","Fixed","Yes",".1299 kWh","No","12 Month(s)","No","null","11/02/2021 05:20:32 PM","null","Fixed price is for 12 months. Robison offers fuel oil, Gas/Oil service Heating systems A/C service and installation, plumbing service Home Energy Ratings and Assessments","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Robison Energy, LLC","346325","ELECTRIC","Variable","Yes",".0999 kWh","No","0 Month(s)","No","null","11/02/2021 05:21:44 PM","null","Fixed price is for 12 months. Robison offers fuel oil, Gas/Oil service Heating systems A/C service and installation, plumbing service Home Energy Ratings and Assessments","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Sirrius Energy LLC","354882","ELECTRIC","Variable","Yes",".24999 kWh","Yes","0 Month(s)","No","null","04/15/2022 03:38:24 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone I","Source Power Company","354843","ELECTRIC","Variable","Yes",".0801 kWh","No","1 Month(s)","No","null","04/15/2022 02:16:21 PM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Abest Green Power","353900","ELECTRIC","Variable","Yes",".1499 kWh","Yes","1 Month(s)","No","null","03/30/2022 06:57:06 PM","null","null","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","All American Power and Gas, LLC.","354832","ELECTRIC","Variable","Yes",".29999 kWh","Yes","1 Month(s)","No","null","04/15/2022 01:02:54 PM","null","All American Power &amp; Gas, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Ambit New York, LLC","354501","ELECTRIC","Variable","Yes",".1162 kWh","No","1 Month(s)","No","null","04/08/2022 06:22:01 PM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. 
","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","American Power & Gas, LLC","353296","ELECTRIC","Variable","Yes",".0799 kWh","Yes","48 Month(s)","No","null","03/21/2022 08:21:03 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months. ","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Chief Energy Power, LLC","354816","ELECTRIC","Fixed","Yes",".1685 kWh","Yes","12 Month(s)","Yes","Calculated upon Cancellation.","04/15/2022 12:11:08 PM","null","50% Renewable above CES Standard.","NO","0.521","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","354237","ELECTRIC","Fixed","Yes",".1515 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:32:29 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","354238","ELECTRIC","Fixed","Yes",".1412 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:32:43 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","354239","ELECTRIC","Fixed","Yes",".1448 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:32:55 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","354240","ELECTRIC","Fixed","Yes",".1403 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:33:08 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","354281","ELECTRIC","Fixed","Yes",".145 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:45:54 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","354282","ELECTRIC","Fixed","Yes",".1347 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:46:07 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","354283","ELECTRIC","Fixed","Yes",".1383 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:46:22 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","City Power & Gas, LLC","354284","ELECTRIC","Fixed","Yes",".1338 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:46:33 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Clean Choice Energy, Inc.","353985","ELECTRIC","Fixed","Yes",".156 kWh","Yes","24 Month(s)","No","null","04/01/2022 09:53:50 AM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Clearview Energy","354485","ELECTRIC","Variable","Yes",".1079 kWh","Yes","1 Month(s)","No","null","04/08/2022 04:20:23 PM","null","GreenValueAssurance6
100% Green Product
Rate Type: Variable
Variable Month to Month contract with a promotional rate that will not increase for the 6-month term of the promotion.

Cancellation Fee: $0.00
","NO","1","Hydroelectric","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Consolidated Edison Company of New York, Inc.","353724","ELECTRIC","Variable","Yes",".0559 kWh","No","0 ","No","null","03/29/2022 04:31:36 PM","null","The Listed commodity price is the NYC Average for February 2022, not March 2022. Con Edison&#39;s commodity price for electric is available at a one month lag due to day-ahead pricing. For more information visit our Supply Charge section at http://www.conEd.com/rates/supply_charges.asp","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Constellation NewEnergy, Inc.","353524","ELECTRIC","Fixed","Yes",".1349 kWh","No","36 Month(s)","Yes","100","03/22/2022 06:01:19 PM","null","Complete HVAC System Coverage + Electronic Surge 
","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Great American Gas & Electric, LLC","354149","ELECTRIC","Fixed","Yes",".14175 kWh","Yes","12 Month(s)","Yes","100","04/04/2022 12:10:46 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Just Energy","353691","ELECTRIC","Fixed","Yes",".1219 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 02:54:01 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Just Energy","353692","ELECTRIC","Fixed","Yes",".1209 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 02:54:44 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Marathon Energy","354533","ELECTRIC","Fixed","Yes",".142 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","04/11/2022 04:25:04 PM","null","$0.1420 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Marathon Energy","354534","ELECTRIC","Fixed","Yes",".1575 kWh","Yes","12 Month(s)","Yes","
CALCULATED UPON CANCELLATION
","04/11/2022 04:25:33 PM","null","$0.1575 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Marathon Energy","354535","ELECTRIC","Fixed","Yes",".1491 kWh","Yes","24 Month(s)","Yes","
CALCULATED UPON CANCELLATION
","04/11/2022 04:25:56 PM","null","$0.1491 Is FIXED RATE FOR APRIL 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Mpower Energy, LLC","353750","ELECTRIC","Variable","Yes",".115 kWh","Yes","12 Month(s)","No","null","03/30/2022 10:58:35 AM","null"," 100% renewable energy credits, to sustain a safe, healthy and clean environment. For commercial pricing please contact PriceRequests@MPowerEnergy.com or call 877-286-7693","NO","1","Hydroelectric","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","New York Gas & Electric","353948","ELECTRIC","Variable","Yes",".1229 kWh","No","0 Month(s)","No","null","04/01/2022 02:56:06 AM","null","Power Flex Home Protect lets you stay flexible with a monthly electricity rate and rest easy with an included service plan - which covers the repair and/or replacement of covered parts of your HVAC and your home&#39;s internal electrical lines.","NO","0","null","YES","YES",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","354325","ELECTRIC","Fixed","Yes",".1515 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:56:22 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","354326","ELECTRIC","Fixed","Yes",".1412 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:56:32 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","354327","ELECTRIC","Fixed","Yes",".1448 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:56:43 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","354328","ELECTRIC","Fixed","Yes",".1403 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:56:54 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","354329","ELECTRIC","Fixed","Yes",".1423 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:57:05 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","354356","ELECTRIC","Fixed","Yes",".145 kWh","Yes","12 Month(s)","No","null","04/07/2022 10:02:36 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","354357","ELECTRIC","Fixed","Yes",".1347 kWh","Yes","18 Month(s)","No","null","04/07/2022 10:02:48 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","354358","ELECTRIC","Fixed","Yes",".1383 kWh","Yes","24 Month(s)","No","null","04/07/2022 10:02:59 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pay Less Energy, LLC","354359","ELECTRIC","Fixed","Yes",".1338 kWh","Yes","30 Month(s)","No","null","04/07/2022 10:03:14 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Power Up Energy, LLC","354835","ELECTRIC","Variable","Yes",".28999 kWh","Yes","1 Month(s)","No","null","04/15/2022 01:05:10 PM","null","Power Up Energy, LLC offers 100% renewable energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Pure Energy","354828","ELECTRIC","Variable","Yes",".31999 kWh","Yes","1 Month(s)","No","null","04/15/2022 12:52:18 PM","null","Pure Energy USA, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Quantum Power Corp.","354222","ELECTRIC","Variable","Yes",".09 kWh","No","1 Month(s)","No","null","04/05/2022 04:21:19 PM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","S.J. Energy Partners, Inc.","354380","ELECTRIC","Fixed","Yes",".155 kWh","No","12 Month(s)","No","null","04/07/2022 10:55:21 AM","null","null","NO","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Sirrius Energy LLC","354884","ELECTRIC","Variable","Yes",".25999 kWh","Yes","0 Month(s)","No","null","04/15/2022 03:38:57 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","Source Power Company","354845","ELECTRIC","Variable","Yes",".084 kWh","No","1 Month(s)","No","null","04/15/2022 02:16:40 PM","null","null","YES","0","null","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","XOOM Energy New York, LLC","354118","ELECTRIC","Variable","Yes",".1649 kWh","Yes","1 Month(s)","No","null","04/01/2022 02:06:36 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Consolidated Edison Company of New York, Inc.","ConEd in Zone J","XOOM Energy New York, LLC","354119","ELECTRIC","Fixed","Yes",".1429 kWh","Yes","24 Month(s)","No","null","04/01/2022 02:06:53 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Gas Zones","Alpha Gas and Electric, LLC","354707","GAS","Fixed","Yes",".99 therm","No","24 Month(s)","No","null","04/13/2022 04:47:12 PM","null","Residential customers only. Green-e certified gas, 2 year Price protected fixed rate, includes Home Warranty coverage, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Abest Green Power","354128","ELECTRIC","Variable","Yes",".1499 kWh","Yes","1 Month(s)","No","null","04/03/2022 09:07:09 AM","null","null","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Agway Energy Services, LLC.","354441","ELECTRIC","Variable","Yes",".115 kWh","No","1 Month(s)","No","null","04/08/2022 02:01:40 PM","null","To help you make the most informed decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage provides Peace of Mind repair protection on your home&#39;s primary a/c unit and interior electric lines. ","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Agway Energy Services, LLC.","354444","ELECTRIC","Variable","Yes",".115 kWh","Yes","1 Month(s)","No","null","04/08/2022 02:02:20 PM","null","To help you make your decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage gives Peace of Mind repair protection on your home&#39;s primary a/c unit &amp; interior electric lines. GreenChoice supports cleaner renewable resources.","NO","1","Hydroelectric","YES","YES",
"Niagara Mohawk Power Corporation","NGRID in All Zones","All Choice Energy, LLC","354047","ELECTRIC","Variable","Yes",".096 kWh","Yes","1 Month(s)","No","null","04/01/2022 11:29:39 AM","null","null","NO","0.53","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","American Power & Gas, LLC","353963","ELECTRIC","Fixed","Yes",".1159 kWh","Yes","12 Month(s)","Yes","$75 per account","04/01/2022 08:55:18 AM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Atlantic Energy, LLC","354067","ELECTRIC","Fixed","Yes",".139 kWh","Yes","12 Month(s)","Yes","$100","04/01/2022 11:48:14 AM","null","null","NO","0.52","Hydroelectric,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Brown's Energy Services, LLC","354607","ELECTRIC","Fixed","Yes",".12 kWh","Yes","12 Month(s)","Yes","100.00","04/12/2022 01:34:50 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","Brown's Energy Services, LLC","354608","ELECTRIC","Variable","Yes",".135 kWh","Yes","1 Month(s)","No","null","04/12/2022 01:35:17 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","City Power & Gas, LLC","354253","ELECTRIC","Fixed","Yes",".1091 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:39:04 AM","null","Pricing for Zones B, C, D, E and G","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","City Power & Gas, LLC","354254","ELECTRIC","Fixed","Yes",".1008 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:39:21 AM","null","Pricing for Zone B, C, D, E and G","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","City Power & Gas, LLC","354255","ELECTRIC","Fixed","Yes",".0999 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:39:35 AM","null","Pricing for Zone B, C, D, E and G","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","City Power & Gas, LLC","354256","ELECTRIC","Fixed","Yes",".0959 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:39:48 AM","null","Pricing for Zone B, C, D, E and G","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","City Power & Gas, LLC","354297","ELECTRIC","Fixed","Yes",".1026 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:49:24 AM","null","Pricing for Zone B, C, D, E, and G","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Niagara Mohawk Power Corporation","NGRID in All Zones","City Power & Gas, LLC","354298","ELECTRIC","Fixed","Yes",".0943 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:49:37 AM","null","Pricing for Zone B, C, D, E, and G","NO","1","Hydroelectric,Solar,Wind","YES","NO",
